"","DBN","School.Name","Grade","Year","Category","Number.Tested","Mean.Scale.Score","L1.","L1..1","L2.","L2..1","L3.","L3..1","L4.","L4..1","L3.4.","L3.4..1"
"5698","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL","8",2015,"All Students",75,"286","29","38.7","37","49.3","8","10.7","1","1.3","9","12"
"5699","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL","All Grades",2013,"All Students",227,"286","107","47.1","94","41.4","22","9.7","4","1.8","26","11.5"
"5700","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL","All Grades",2014,"All Students",223,"284","103","46.2","100","44.8","18","8.1","2","0.9","20","9"
"5701","12X273","FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL","All Grades",2015,"All Students",237,"286","103","43.5","104","43.9","26","11","4","1.7","30","12.7"
"5702","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","6",2013,"All Students",77,"280","34","44.2","39","50.6","3","3.9","1","1.3","4","5.2"
"5703","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","6",2014,"All Students",83,"279","42","50.6","37","44.6","3","3.6","1","1.2","4","4.8"
"5704","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","6",2015,"All Students",83,"283","39","47","33","39.8","9","10.8","2","2.4","11","13.3"
"5705","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","7",2013,"All Students",72,"285","33","45.8","37","51.4","2","2.8","0","0","2","2.8"
"5706","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","7",2014,"All Students",79,"283","40","50.6","31","39.2","8","10.1","0","0","8","10.1"
"5707","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","7",2015,"All Students",76,"277","46","60.5","25","32.9","5","6.6","0","0","5","6.6"
"5708","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","8",2013,"All Students",72,"271","45","62.5","23","31.9","3","4.2","1","1.4","4","5.6"
"5709","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","8",2014,"All Students",69,"284","26","37.7","36","52.2","7","10.1","0","0","7","10.1"
"5710","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","8",2015,"All Students",77,"286","34","44.2","33","42.9","9","11.7","1","1.3","10","13"
"5711","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","All Grades",2013,"All Students",221,"279","112","50.7","99","44.8","8","3.6","2","0.9","10","4.5"
"5712","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","All Grades",2014,"All Students",231,"282","108","46.8","104","45","18","7.8","1","0.4","19","8.2"
"5713","12X286","FANNIE LOU HAMER MIDDLE SCHOOL","All Grades",2015,"All Students",236,"282","119","50.4","91","38.6","23","9.7","3","1.3","26","11"
"5714","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","3",2013,"All Students",97,"282","59","60.8","33","34","5","5.2","0","0","5","5.2"
"5715","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","3",2014,"All Students",90,"278","53","58.9","29","32.2","7","7.8","1","1.1","8","8.9"
"5716","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","3",2015,"All Students",94,"286","47","50","36","38.3","9","9.6","2","2.1","11","11.7"
"5717","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","4",2013,"All Students",68,"282","34","50","27","39.7","6","8.8","1","1.5","7","10.3"
"5718","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","4",2014,"All Students",91,"283","50","54.9","32","35.2","8","8.8","1","1.1","9","9.9"
"5719","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","4",2015,"All Students",91,"278","49","53.8","33","36.3","8","8.8","1","1.1","9","9.9"
"5720","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","5",2013,"All Students",106,"279","65","61.3","33","31.1","7","6.6","1","0.9","8","7.5"
"5721","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","5",2014,"All Students",66,"279","35","53","22","33.3","7","10.6","2","3","9","13.6"
"5722","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","5",2015,"All Students",88,"283","45","51.1","35","39.8","7","8","1","1.1","8","9.1"
"5723","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","All Grades",2013,"All Students",271,"281","158","58.3","93","34.3","18","6.6","2","0.7","20","7.4"
"5724","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","All Grades",2014,"All Students",247,"280","138","55.9","83","33.6","22","8.9","4","1.6","26","10.5"
"5725","12X300","THE SCHOOL OF SCIENCE AND APPLIED LEARNING","All Grades",2015,"All Students",273,"282","141","51.6","104","38.1","24","8.8","4","1.5","28","10.3"
"5726","12X314","FAIRMONT NEIGHBORHOOD SCHOOL","3",2015,"All Students",67,"251","59","88.1","7","10.4","1","1.5","0","0","1","1.5"
"5727","12X314","FAIRMONT NEIGHBORHOOD SCHOOL","All Grades",2015,"All Students",67,"251","59","88.1","7","10.4","1","1.5","0","0","1","1.5"
"5728","12X316","KAPPA III","6",2013,"All Students",104,"286","45","43.3","47","45.2","6","5.8","6","5.8","12","11.5"
"5729","12X316","KAPPA III","6",2014,"All Students",106,"293","31","29.2","59","55.7","12","11.3","4","3.8","16","15.1"
"5730","12X316","KAPPA III","6",2015,"All Students",112,"288","47","42","47","42","14","12.5","4","3.6","18","16.1"
"5731","12X316","KAPPA III","7",2013,"All Students",97,"294","33","34","43","44.3","21","21.6","0","0","21","21.6"
"5732","12X316","KAPPA III","7",2014,"All Students",101,"292","40","39.6","40","39.6","18","17.8","3","3","21","20.8"
"5733","12X316","KAPPA III","7",2015,"All Students",107,"296","33","30.8","40","37.4","32","29.9","2","1.9","34","31.8"
"5734","12X316","KAPPA III","8",2013,"All Students",100,"291","41","41","40","40","13","13","6","6","19","19"
"5735","12X316","KAPPA III","8",2014,"All Students",101,"297","23","22.8","54","53.5","19","18.8","5","5","24","23.8"
"5736","12X316","KAPPA III","8",2015,"All Students",102,"293","32","31.4","46","45.1","20","19.6","4","3.9","24","23.5"
"5737","12X316","KAPPA III","All Grades",2013,"All Students",301,"290","119","39.5","130","43.2","40","13.3","12","4","52","17.3"
"5738","12X316","KAPPA III","All Grades",2014,"All Students",308,"294","94","30.5","153","49.7","49","15.9","12","3.9","61","19.8"
"5739","12X316","KAPPA III","All Grades",2015,"All Students",321,"292","112","34.9","133","41.4","66","20.6","10","3.1","76","23.7"
"5740","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","6",2013,"All Students",125,"283","63","50.4","50","40","10","8","2","1.6","12","9.6"
"5741","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","6",2014,"All Students",91,"279","50","54.9","38","41.8","3","3.3","0","0","3","3.3"
"5742","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","6",2015,"All Students",90,"284","48","53.3","27","30","11","12.2","4","4.4","15","16.7"
"5743","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","7",2013,"All Students",104,"281","61","58.7","30","28.8","12","11.5","1","1","13","12.5"
"5744","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","7",2014,"All Students",108,"280","60","55.6","43","39.8","4","3.7","1","0.9","5","4.6"
"5745","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","7",2015,"All Students",83,"270","65","78.3","16","19.3","2","2.4","0","0","2","2.4"
"5746","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","8",2013,"All Students",107,"276","63","58.9","33","30.8","11","10.3","0","0","11","10.3"
"5747","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","8",2014,"All Students",100,"281","43","43","44","44","9","9","4","4","13","13"
"5748","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","8",2015,"All Students",101,"279","46","45.5","41","40.6","14","13.9","0","0","14","13.9"
"5749","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","All Grades",2013,"All Students",336,"280","187","55.7","113","33.6","33","9.8","3","0.9","36","10.7"
"5750","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","All Grades",2014,"All Students",299,"280","153","51.2","125","41.8","16","5.4","5","1.7","21","7"
"5751","12X318","I.S. X318 MATH  SCIENCE & TECHNOLOGY THROUGH ARTS","All Grades",2015,"All Students",274,"278","159","58","84","30.7","27","9.9","4","1.5","31","11.3"
"5752","12X341","ACCION ACADEMY","6",2013,"All Students",43,"284","14","32.6","23","53.5","6","14","0","0","6","14"
"5753","12X341","ACCION ACADEMY","6",2014,"All Students",61,"274","32","52.5","25","41","3","4.9","1","1.6","4","6.6"
"5754","12X341","ACCION ACADEMY","6",2015,"All Students",35,"285","17","48.6","15","42.9","2","5.7","1","2.9","3","8.6"
"5755","12X341","ACCION ACADEMY","7",2013,"All Students",52,"288","29","55.8","16","30.8","4","7.7","3","5.8","7","13.5"
"5756","12X341","ACCION ACADEMY","7",2014,"All Students",46,"280","24","52.2","15","32.6","7","15.2","0","0","7","15.2"
"5757","12X341","ACCION ACADEMY","7",2015,"All Students",62,"278","33","53.2","25","40.3","3","4.8","1","1.6","4","6.5"
"5758","12X341","ACCION ACADEMY","8",2013,"All Students",47,"273","32","68.1","10","21.3","4","8.5","1","2.1","5","10.6"
"5759","12X341","ACCION ACADEMY","8",2014,"All Students",53,"291","20","37.7","24","45.3","7","13.2","2","3.8","9","17"
"5760","12X341","ACCION ACADEMY","8",2015,"All Students",37,"281","19","51.4","14","37.8","3","8.1","1","2.7","4","10.8"
"5761","12X341","ACCION ACADEMY","All Grades",2013,"All Students",142,"281","75","52.8","49","34.5","14","9.9","4","2.8","18","12.7"
"5762","12X341","ACCION ACADEMY","All Grades",2014,"All Students",160,"281","76","47.5","64","40","17","10.6","3","1.9","20","12.5"
"5763","12X341","ACCION ACADEMY","All Grades",2015,"All Students",134,"281","69","51.5","54","40.3","8","6","3","2.2","11","8.2"
"5764","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","6",2013,"All Students",64,"282","29","45.3","31","48.4","4","6.3","0","0","4","6.3"
"5765","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","6",2014,"All Students",66,"288","33","50","21","31.8","5","7.6","7","10.6","12","18.2"
"5766","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","6",2015,"All Students",57,"276","30","52.6","23","40.4","3","5.3","1","1.8","4","7"
"5767","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","7",2013,"All Students",65,"284","31","47.7","30","46.2","4","6.2","0","0","4","6.2"
"5768","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","7",2014,"All Students",68,"297","23","33.8","26","38.2","16","23.5","3","4.4","19","27.9"
"5769","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","7",2015,"All Students",63,"280","34","54","24","38.1","5","7.9","0","0","5","7.9"
"5770","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","8",2013,"All Students",67,"287","30","44.8","26","38.8","10","14.9","1","1.5","11","16.4"
"5771","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","8",2014,"All Students",58,"287","22","37.9","31","53.4","4","6.9","1","1.7","5","8.6"
"5772","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","8",2015,"All Students",65,"291","21","32.3","34","52.3","9","13.8","1","1.5","10","15.4"
"5773","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","All Grades",2013,"All Students",196,"284","90","45.9","87","44.4","18","9.2","1","0.5","19","9.7"
"5774","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","All Grades",2014,"All Students",192,"291","78","40.6","78","40.6","25","13","11","5.7","36","18.8"
"5775","12X372","URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION","All Grades",2015,"All Students",185,"283","85","45.9","81","43.8","17","9.2","2","1.1","19","10.3"
"5776","12X383","EMOLIOR ACADEMY","6",2013,"All Students",66,"282","29","43.9","30","45.5","7","10.6","0","0","7","10.6"
"5777","12X383","EMOLIOR ACADEMY","6",2014,"All Students",76,"280","37","48.7","33","43.4","5","6.6","1","1.3","6","7.9"
"5778","12X383","EMOLIOR ACADEMY","6",2015,"All Students",69,"280","37","53.6","23","33.3","7","10.1","2","2.9","9","13"
"5779","12X383","EMOLIOR ACADEMY","7",2013,"All Students",83,"271","57","68.7","23","27.7","3","3.6","0","0","3","3.6"
"5780","12X383","EMOLIOR ACADEMY","7",2014,"All Students",75,"287","31","41.3","31","41.3","12","16","1","1.3","13","17.3"
"5781","12X383","EMOLIOR ACADEMY","7",2015,"All Students",80,"277","54","67.5","23","28.8","3","3.8","0","0","3","3.8"
"5782","12X383","EMOLIOR ACADEMY","8",2013,"All Students",68,"276","42","61.8","24","35.3","2","2.9","0","0","2","2.9"
"5783","12X383","EMOLIOR ACADEMY","8",2014,"All Students",77,"275","41","53.2","31","40.3","4","5.2","1","1.3","5","6.5"
"5784","12X383","EMOLIOR ACADEMY","8",2015,"All Students",72,"289","24","33.3","33","45.8","14","19.4","1","1.4","15","20.8"
"5785","12X383","EMOLIOR ACADEMY","All Grades",2013,"All Students",217,"276","128","59","77","35.5","12","5.5","0","0","12","5.5"
"5786","12X383","EMOLIOR ACADEMY","All Grades",2014,"All Students",228,"280","109","47.8","95","41.7","21","9.2","3","1.3","24","10.5"
"5787","12X383","EMOLIOR ACADEMY","All Grades",2015,"All Students",221,"282","115","52","79","35.7","24","10.9","3","1.4","27","12.2"
"5788","12X384","ENTRADA ACADEMY","6",2013,"All Students",90,"269","58","64.4","28","31.1","4","4.4","0","0","4","4.4"
"5789","12X384","ENTRADA ACADEMY","6",2014,"All Students",92,"265","61","66.3","29","31.5","1","1.1","1","1.1","2","2.2"
"5790","12X384","ENTRADA ACADEMY","6",2015,"All Students",91,"267","59","64.8","25","27.5","6","6.6","1","1.1","7","7.7"
"5791","12X384","ENTRADA ACADEMY","7",2013,"All Students",100,"272","64","64","26","26","9","9","1","1","10","10"
"5792","12X384","ENTRADA ACADEMY","7",2014,"All Students",90,"264","64","71.1","21","23.3","5","5.6","0","0","5","5.6"
"5793","12X384","ENTRADA ACADEMY","7",2015,"All Students",90,"258","74","82.2","14","15.6","2","2.2","0","0","2","2.2"
"5794","12X384","ENTRADA ACADEMY","8",2013,"All Students",121,"264","85","70.2","33","27.3","3","2.5","0","0","3","2.5"
"5795","12X384","ENTRADA ACADEMY","8",2014,"All Students",99,"266","65","65.7","22","22.2","11","11.1","1","1","12","12.1"
"5796","12X384","ENTRADA ACADEMY","8",2015,"All Students",84,"273","48","57.1","25","29.8","10","11.9","1","1.2","11","13.1"
"5797","12X384","ENTRADA ACADEMY","All Grades",2013,"All Students",311,"268","207","66.6","87","28","16","5.1","1","0.3","17","5.5"
"5798","12X384","ENTRADA ACADEMY","All Grades",2014,"All Students",281,"265","190","67.6","72","25.6","17","6","2","0.7","19","6.8"
"5799","12X384","ENTRADA ACADEMY","All Grades",2015,"All Students",265,"266","181","68.3","64","24.2","18","6.8","2","0.8","20","7.5"
"5800","12X463","URBAN SCHOLARS COMMUNITY SCHOOL","3",2013,"All Students",44,"282","24","54.5","19","43.2","1","2.3","0","0","1","2.3"
"5801","12X463","URBAN SCHOLARS COMMUNITY SCHOOL","3",2014,"All Students",50,"262","39","78","11","22","0","0","0","0","0","0"
"5802","12X463","URBAN SCHOLARS COMMUNITY SCHOOL","3",2015,"All Students",44,"276","29","65.9","6","13.6","9","20.5","0","0","9","20.5"
"5803","12X463","URBAN SCHOLARS COMMUNITY SCHOOL","4",2013,"All Students",39,"270","20","51.3","18","46.2","1","2.6","0","0","1","2.6"
"5804","12X463","URBAN SCHOLARS COMMUNITY SCHOOL","4",2014,"All Students",50,"273","33","66","16","32","1","2","0","0","1","2"
"5805","12X463","URBAN SCHOLARS COMMUNITY SCHOOL","4",2015,"All Students",50,"273","26","52","21","42","3","6","0","0","3","6"
"5806","12X463","URBAN SCHOLARS COMMUNITY SCHOOL","5",2013,"All Students",38,"276","24","63.2","11","28.9","3","7.9","0","0","3","7.9"
